movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,releaseDate,smallLensRatingCount,smallLensRatingAvg,title,genres,smallLensTagCount
25,tt0113627,451.0,"","","","","","","",76,3.625,Leaving Las Vegas (1995),Drama|Romance,1
26,tt0114057,16420.0,"","","","","","","",13,3.5,Othello (1995),Drama,1
27,tt0114011,9263.0,Movie,31845,10,1,6.8,PG-13,1995-10-20,9,3.3333333333333335,Now and Then (1995),Children|Drama,""
28,tt0114117,17015.0,"","","","","","","",11,4.2272727272727275,Persuasion (1995),Drama|Romance,2
29,tt0112682,902.0,Movie,70858,10,1,7.5,R,1995-12-15,38,4.0131578947368425,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1
30,tt0115012,37557.0,Movie,5938,10,1,7.1,R,1995-12-22,3,3.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,""
31,tt0112792,9909.0,"","","","","","","",38,3.1842105263157894,Dangerous Minds (1995),Drama,2
32,tt0114746,63.0,Movie,637741,10,1,8.0,R,1996-01-05,177,3.983050847457627,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,10
34,tt0112431,9598.0,Movie,131784,10,1,6.9,G,1995-08-04,128,3.65234375,Babe (1995),Children|Drama,3
36,tt0112818,687.0,Movie,100046,10,1,7.5,R,1996-02-02,67,3.8358208955223883,Dead Man Walking (1995),Crime|Drama,2
38,tt0113442,33689.0,Movie,24336,10,1,5.9,PG,1995-11-17,4,2.125,It Takes Two (1995),Children|Comedy,1
39,tt0112697,9603.0,Movie,237713,10,1,6.9,PG-13,1995-07-19,104,3.293269230769231,Clueless (1995),Comedy|Romance,7
40,tt0112749,34615.0,Movie,1953,10,1,6.8,PG-13,1995-12-15,2,4.25,"Cry, the Beloved Country (1995)",Drama,2
41,tt0114279,31174.0,Movie,15359,10,1,7.3,R,1995-12-29,15,3.7,Richard III (1995),Drama|War,1
42,tt0112819,11443.0,Movie,23935,10,1,6.9,R,1995-10-06,7,3.0,Dead Presidents (1995),Action|Crime|Drama,""
43,tt0114272,35196.0,Movie,9794,10,1,6.6,R,1996-02-02,8,3.1875,Restoration (1995),Drama,1
44,tt0113855,9312.0,Movie,123029,10,1,5.8,PG-13,1995-08-18,46,2.5434782608695654,Mortal Kombat (1995),Action|Adventure|Fantasy,""
45,tt0114681,577.0,Movie,51507,10,1,6.8,R,1995-10-06,32,3.3125,To Die For (1995),Comedy|Drama|Thriller,1
46,tt0113347,11861.0,"","","","","","","",15,3.066666666666667,How to Make an American Quilt (1995),Drama|Romance,1
47,tt0114369,807.0,"","","","","","","",203,3.9753694581280787,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3
48,tt0114148,10530.0,Movie,198847,10,1,6.7,G,1995-06-23,68,3.1470588235294117,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,""
49,tt0114916,8391.0,Movie,7339,10,1,6.5,Unrated,1995-11-17,1,3.0,When Night Is Falling (1995),Drama|Romance,""
50,tt0114814,629.0,Movie,1125102,10,1,8.5,R,1995-08-16,204,4.237745098039215,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,6
52,tt0113819,11448.0,Movie,42148,10,1,7.0,R,1995-11-10,28,3.4642857142857144,Mighty Aphrodite (1995),Comedy|Drama|Romance,2
53,tt0110299,49133.0,Movie,2354,10,1,7.4,"",1995-10-04,2,5.0,Lamerica (1994),Adventure|Drama,""
54,tt0112499,26441.0,Movie,10760,10,1,5.5,PG,1995-09-29,3,2.3333333333333335,"Big Green, The (1995)",Children|Comedy,""
55,tt0113158,97406.0,Movie,3282,10,1,6.5,R,1995-12-08,1,4.0,Georgia (1995),Drama,""
57,tt0113321,9089.0,Movie,14022,10,1,6.5,PG-13,1995-11-03,8,3.0625,Home for the Holidays (1995),Drama,""
58,tt0110877,11010.0,Movie,38418,10,1,7.8,PG,1996-03-22,37,4.027027027027027,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1
60,tt0113419,11359.0,Movie,30588,10,1,6.0,PG,1995-07-14,34,3.235294117647059,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,""
61,tt0116260,17182.0,Movie,18491,10,1,6.2,R,1996-01-12,6,3.75,Eye for an Eye (1996),Drama|Thriller,""
62,tt0113862,2054.0,Movie,41189,10,1,7.3,PG,1996-01-19,80,3.70625,Mr. Holland's Opus (1995),Drama,1
63,tt0116126,10607.0,Movie,60149,10,1,6.5,R,1996-01-12,7,2.7142857142857144,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,""
64,tt0118002,19760.0,"","","","","","","",5,2.2,Two if by Sea (1996),Comedy|Romance,""
65,tt0115683,9536.0,"","","","","","","",31,2.532258064516129,Bio-Dome (1996),Comedy,""
66,tt0116839,11525.0,Movie,10064,10,1,2.5,PG-13,1996-01-12,9,2.5,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,""
68,tt0113149,4482.0,Movie,5282,10,1,6.4,R,1996-01-19,5,3.4,French Twist (Gazon maudit) (1995),Comedy|Romance,""
69,tt0113118,10634.0,Movie,121742,10,1,7.2,R,1995-04-26,20,3.775,Friday (1995),Comedy,""
70,tt0116367,755.0,Movie,333224,10,1,7.2,R,1996-01-19,55,3.5090909090909093,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,""
71,tt0113010,11859.0,Movie,13623,10,1,4.3,R,1995-11-03,5,1.7,Fair Game (1995),Action,""
72,tt0113537,28387.0,"","","","","","","",7,3.2142857142857144,Kicking and Screaming (1995),Comedy|Drama,""
73,tt0113828,48750.0,Movie,3961,10,1,7.5,R,1995-11-03,13,3.4615384615384617,"Misérables, Les (1995)",Drama|War,""
74,tt0115644,20927.0,Movie,8659,10,1,6.0,PG,1996-01-26,8,4.0,Bed of Roses (1996),Drama|Romance,""
75,tt0115676,36929.0,Movie,5467,10,1,4.8,PG,1996-01-26,5,2.2,Big Bully (1996),Comedy|Drama,""
76,tt0114367,9102.0,Movie,28933,10,1,6.3,R,1996-01-26,15,3.4,Screamers (1995),Action|Sci-Fi|Thriller,""
77,tt0113973,124626.0,"","","","","","","",1,4.0,Nico Icon (1995),Documentary,""
78,tt0112744,27526.0,Movie,14205,10,1,6.3,R,1995-11-16,3,3.3333333333333335,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,""
79,tt0116731,9623.0,Movie,19621,10,1,5.7,R,1996-02-02,17,2.764705882352941,"Juror, The (1996)",Drama|Thriller,""
80,tt0112445,46785.0,Movie,8075,10,1,7.6,Unrated,"",2,4.0,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,""
81,tt0114660,400.0,Movie,29294,10,1,6.7,R,1995-12-01,14,3.107142857142857,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,""
82,tt0112379,880.0,"","","","","","","",8,3.875,Antonia's Line (Antonia) (1995),Comedy|Drama,""
83,tt0114039,146599.0,Movie,557,10,1,7.4,PG,1996-01-26,1,3.0,Once Upon a Time... When We Were Colored (1995),Drama|Romance,""
85,tt0112365,8447.0,Movie,4793,10,1,6.8,R,1996-01-26,7,3.857142857142857,Angels and Insects (1995),Drama|Romance,""
86,tt0118158,10534.0,Movie,25011,10,1,6.6,PG-13,1996-02-02,15,3.966666666666667,White Squall (1996),Action|Adventure|Drama,""
87,tt0116151,17414.0,Movie,13200,10,1,5.3,PG,1996-01-12,7,2.5,Dunston Checks In (1996),Children|Comedy,""
88,tt0115697,13997.0,Movie,43022,10,1,6.2,PG-13,1996-02-02,16,3.15625,Black Sheep (1996),Comedy,""
89,tt0113972,2086.0,Movie,44591,10,1,6.3,R,1995-11-22,10,3.25,Nick of Time (1995),Action|Thriller,""
92,tt0117002,9095.0,Movie,15641,10,1,5.8,R,1996-02-23,8,2.625,Mary Reilly (1996),Drama|Horror|Thriller,1
93,tt0114825,12158.0,Movie,24764,10,1,4.6,R,1995-10-27,9,2.8333333333333335,Vampire in Brooklyn (1995),Comedy|Horror|Romance,""
94,tt0115639,9283.0,Movie,34308,10,1,7.1,R,1996-02-09,10,3.95,Beautiful Girls (1996),Comedy|Drama|Romance,""
95,tt0115759,9208.0,Movie,103617,10,1,6.1,R,1996-02-09,84,3.0238095238095237,Broken Arrow (1996),Action|Adventure|Thriller,""
96,tt0113403,40154.0,Movie,2718,10,1,7.2,R,1996-02-16,1,3.5,In the Bleak Midwinter (1995),Comedy|Drama,1
97,tt0113247,406.0,"","","","","","","",10,3.9,"Hate (Haine, La) (1995)",Crime|Drama,""
99,tt0113283,63076.0,Movie,832,10,1,6.6,Not Rated,1996-02-09,2,5.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,""
100,tt0115907,11062.0,Movie,22085,10,1,6.2,R,1996-02-16,14,2.7857142857142856,City Hall (1996),Drama|Thriller,""
101,tt0115734,13685.0,Movie,82258,10,1,6.9,R,1996-02-21,23,3.782608695652174,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3
102,tt0117102,47475.0,Movie,5311,10,1,3.8,PG-13,1996-02-16,5,2.4,Mr. Wrong (1996),Comedy,""
103,tt0118040,2045.0,Movie,5853,10,1,6.0,R,1996-02-23,3,3.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,""
104,tt0116483,9614.0,Movie,241641,10,1,7.0,PG-13,1996-02-16,99,3.4393939393939394,Happy Gilmore (1996),Comedy,3
105,tt0112579,688.0,Movie,86897,10,1,7.6,PG-13,1995-06-02,23,3.282608695652174,"Bridges of Madison County, The (1995)",Drama|Romance,""
106,tt0110251,11907.0,"","","","","","","",1,4.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,""
107,tt0117110,10874.0,Movie,25880,10,1,6.9,G,1996-02-16,26,3.326923076923077,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1
108,tt0112646,89333.0,Movie,361,10,1,7.0,"",1996-05-16,1,4.0,Catwalk (1996),Documentary,""
110,tt0112573,197.0,Movie,1073683,10,1,8.3,R,1995-05-24,237,4.031645569620253,Braveheart (1995),Action|Drama|War,10
111,tt0075314,103.0,Movie,894001,10,1,8.2,R,1976-02-09,104,4.105769230769231,Taxi Driver (1976),Crime|Drama|Thriller,1
112,tt0113326,33542.0,Movie,45223,10,1,6.7,R,1996-02-23,46,3.5434782608695654,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,""
113,tt0115645,43566.0,"","","","","","","",3,3.3333333333333335,Before and After (1996),Drama|Mystery,""
116,tt0112373,51352.0,"","","","","","","",5,3.9,Anne Frank Remembered (1995),Documentary,1
117,tt0115033,16934.0,"","","","","","","",1,3.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,""
118,tt0116606,10324.0,Movie,4279,10,1,4.9,R,1996-03-08,2,2.5,If Lucy Fell (1996),Comedy|Romance,""
119,tt0114536,78406.0,Movie,1071,10,1,4.7,PG-13,1995-09-29,2,3.0,"Steal Big, Steal Little (1995)",Comedy,""
121,tt0106473,32119.0,Movie,1912,10,1,7.5,"",1992-12-06,2,4.0,"Boys of St. Vincent, The (1992)",Drama,""
122,tt0103859,11066.0,Movie,30854,10,1,5.6,R,1992-07-01,16,2.65625,Boomerang (1992),Comedy|Romance,1
123,tt0109424,11104.0,Movie,91848,10,1,8.0,PG-13,1996-03-08,4,4.375,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,""
125,tt0116324,2074.0,"","","","","","","",12,3.5833333333333335,Flirting With Disaster (1996),Comedy,""
126,tt0110647,27793.0,Movie,12259,10,1,3.2,G,1996-02-02,7,2.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,""
128,tt0110217,290157.0,Movie,249,10,1,7.1,Not Rated,1995-09-08,1,3.0,Jupiter's Wife (1994),Documentary,""
129,tt0114131,110972.0,"","","","","","","",1,2.0,Pie in the Sky (1996),Comedy|Romance,""
132,tt0113451,11863.0,"","","","","","","",6,2.8333333333333335,Jade (1995),Thriller,""
135,tt0116130,9101.0,Movie,26218,10,1,6.1,PG-13,1996-03-01,31,2.9516129032258065,Down Periscope (1996),Comedy,""
137,tt0113756,5757.0,Movie,344,10,1,5.9,"",1996-03-15,1,3.0,Man of the Year (1995),Documentary,""
140,tt0118055,9302.0,Movie,15149,10,1,6.1,PG-13,1996-03-01,16,3.5,Up Close and Personal (1996),Drama|Romance,1
141,tt0115685,11000.0,Movie,97450,10,1,7.2,R,1996-03-08,86,3.494186046511628,"Birdcage, The (1996)",Comedy,""
144,tt0112585,16388.0,Movie,8118,10,1,6.6,R,1995-08-11,12,3.3333333333333335,"Brothers McMullen, The (1995)",Comedy,""
145,tt0112442,9737.0,Movie,280378,10,1,6.8,R,1995-04-07,51,3.2450980392156863,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,""
146,tt0112342,30765.0,Movie,4351,10,1,5.7,PG,1995-08-25,3,3.3333333333333335,"Amazing Panda Adventure, The (1995)",Adventure|Children,""
147,tt0112461,10474.0,Movie,118458,10,1,7.3,R,1995-04-21,15,3.466666666666667,"Basketball Diaries, The (1995)",Drama,4
148,tt0112427,22279.0,Movie,2964,10,1,5.8,R,1995-07-21,1,5.0,"Awfully Big Adventure, An (1995)",Drama,""
149,tt0109093,30157.0,Movie,6906,10,1,6.8,R,1995-05-19,1,2.0,Amateur (1994),Crime|Drama|Thriller,""
150,tt0112384,568.0,Movie,308944,10,1,7.7,PG,1995-06-30,201,3.845771144278607,Apollo 13 (1995),Adventure|Drama|IMAX,3
151,tt0114287,11780.0,Movie,44855,10,1,6.9,R,1995-04-14,44,3.5454545454545454,Rob Roy (1995),Action|Drama|Romance|War,""
152,tt0112288,34996.0,Movie,11205,10,1,6.4,Not Rated,1995-10-06,2,1.5,"Addiction, The (1995)",Drama|Horror,""
153,tt0112462,414.0,Movie,263160,10,1,5.4,PG-13,1995-06-16,137,2.9160583941605838,Batman Forever (1995),Action|Adventure|Comedy|Crime,2
154,tt0061395,649.0,Movie,47771,10,1,7.7,R,1968-04-10,12,3.875,Beauty of the Day (Belle de jour) (1967),Drama,""
155,tt0112495,1873.0,Movie,5402,10,1,6.5,R,1995-08-25,6,2.4166666666666665,Beyond Rangoon (1995),Adventure|Drama|War,""
156,tt0112541,5894.0,Movie,9978,10,1,6.6,R,1995-10-13,3,3.3333333333333335,Blue in the Face (1995),Comedy|Drama,""
157,tt0109370,1775.0,Movie,17744,10,1,5.9,PG,1995-09-22,11,2.8636363636363638,Canadian Bacon (1995),Comedy|War,""
158,tt0112642,8839.0,Movie,144734,10,1,6.2,PG,1995-05-26,62,2.806451612903226,Casper (1995),Adventure|Children,""
159,tt0112688,20649.0,Movie,23199,10,1,6.9,R,1995-09-13,14,2.892857142857143,Clockers (1995),Crime|Drama|Mystery,""
160,tt0112715,10329.0,Movie,47952,10,1,5.3,PG-13,1995-06-09,57,2.8771929824561404,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1
161,tt0112740,8963.0,"","","","","","","",103,3.6359223300970873,Crimson Tide (1995),Drama|Thriller|War,1
162,tt0109508,26564.0,"","","","","","","",17,4.205882352941177,Crumb (1994),Documentary,1
163,tt0112851,8068.0,Movie,194332,10,1,7.1,R,1995-08-25,66,3.5606060606060606,Desperado (1995),Action|Romance|Western,""
164,tt0112857,8512.0,Movie,22870,10,1,6.8,R,1995-09-29,14,3.3214285714285716,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,""
165,tt0112864,1572.0,Movie,401194,10,1,7.6,R,1995-05-19,144,3.5555555555555554,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,""
166,tt0112887,13552.0,Movie,17449,10,1,6.1,R,1995-10-27,3,2.8333333333333335,"Doom Generation, The (1995)",Comedy|Crime|Drama,""
168,tt0113071,6520.0,Movie,77244,10,1,6.0,PG-13,1995-07-07,54,3.0833333333333335,First Knight (1995),Action|Drama|Romance,""
169,tt0113114,9073.0,Movie,19305,10,1,5.1,PG,1995-07-19,10,2.4,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,""
170,tt0113243,10428.0,"","","","","","","",35,3.2285714285714286,Hackers (1995),Action|Adventure|Crime|Thriller,""
171,tt0113464,17447.0,Movie,6645,10,1,6.8,R,1995-08-18,6,3.8333333333333335,Jeffrey (1995),Comedy|Drama,""
172,tt0113481,9886.0,"","","","","","","",53,2.6792452830188678,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,""
173,tt0113492,9482.0,Movie,123129,10,1,5.6,R,1995-06-30,62,2.6693548387096775,Judge Dredd (1995),Action|Crime|Sci-Fi,""
174,tt0113500,19326.0,Movie,8611,10,1,4.3,PG-13,1995-04-12,10,2.7,Jury Duty (1995),Comedy,""
175,tt0113540,9344.0,"","","","","","","",20,3.975,Kids (1995),Drama,3
176,tt0113677,9071.0,"","","","","","","",13,4.3076923076923075,Living in Oblivion (1995),Comedy,""
177,tt0113690,8973.0,Movie,18921,10,1,6.0,R,1995-08-25,8,2.75,Lord of Illusions (1995),Horror,""
178,tt0107447,15730.0,Movie,2799,10,1,6.6,R,1995-06-23,1,1.0,Love & Human Remains (1993),Comedy|Drama,""
179,tt0113729,47608.0,Movie,6895,10,1,5.3,PG-13,1995-05-26,2,1.5,Mad Love (1995),Drama|Romance,""
180,tt0113749,2293.0,Movie,127305,10,1,7.0,R,1995-10-20,36,3.4027777777777777,Mallrats (1995),Comedy|Romance,""
181,tt0113820,9070.0,Movie,29549,10,1,5.2,PG,1995-06-30,17,2.264705882352941,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,""
183,tt0110604,48787.0,Movie,6118,10,1,6.7,R,1995-09-15,2,3.5,Mute Witness (1994),Comedy|Horror|Thriller,""
184,tt0110620,34574.0,"","","","","","","",2,3.5,Nadja (1994),Drama,""
185,tt0113957,1642.0,Movie,72486,10,1,6.0,PG-13,1995-07-28,112,3.0401785714285716,"Net, The (1995)",Action|Crime|Thriller,1
186,tt0113986,11472.0,Movie,38158,10,1,5.5,PG-13,1995-07-12,48,2.8229166666666665,Nine Months (1995),Comedy|Romance,""
187,tt0114095,36196.0,Movie,6175,10,1,6.5,R,1995-06-09,4,4.125,Party Girl (1995),Comedy,""
188,tt0114194,11980.0,Movie,32707,10,1,6.4,R,1995-09-01,12,3.4583333333333335,"Prophecy, The (1995)",Fantasy|Horror|Mystery,""
189,tt0114241,58372.0,Movie,504,10,1,5.1,PG-13,1995-11-17,1,3.0,Reckless (1995),Comedy|Fantasy,""
190,tt0114323,32646.0,Movie,16489,10,1,7.1,R,1995-06-30,5,2.8,Safe (1995),Thriller,""
191,tt0114345,10533.0,Movie,16067,10,1,5.3,R,1995-10-13,6,2.4166666666666665,"Scarlet Letter, The (1995)",Drama|Romance,""
193,tt0114436,10802.0,Movie,72679,10,1,5.0,NC-17,1995-09-22,35,2.4714285714285715,Showgirls (1995),Drama,""
194,tt0114478,10149.0,Movie,37680,10,1,7.4,R,1995-06-09,18,3.6666666666666665,Smoke (1995),Comedy|Drama,""
195,tt0114496,18402.0,"","","","","","","",10,3.1,Something to Talk About (1995),Comedy|Drama|Romance,""
196,tt0114508,9348.0,Movie,83930,10,1,5.9,R,1995-07-07,45,2.6666666666666665,Species (1995),Horror|Sci-Fi,""
198,tt0114558,281.0,"","","","","","","",28,3.25,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,""
199,tt0058450,5967.0,Movie,30313,10,1,7.8,Not Rated,1964-12-16,4,4.125,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1
201,tt0114663,47939.0,Movie,3214,10,1,6.1,PG,1995-10-27,1,3.0,Three Wishes (1995),Drama|Fantasy,""
202,tt0114702,36834.0,Movie,16510,10,1,6.5,R,1995-11-03,1,3.0,Total Eclipse (1995),Drama|Romance,""
203,tt0114682,9090.0,Movie,35505,10,1,6.7,PG-13,1995-09-08,22,3.4318181818181817,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,""
204,tt0114781,3512.0,Movie,49322,10,1,5.5,R,1995-07-14,30,2.716666666666667,Under Siege 2: Dark Territory (1995),Action,""
205,tt0114798,52856.0,Movie,3246,10,1,6.7,PG,1995-09-22,9,3.1666666666666665,Unstrung Heroes (1995),Comedy|Drama,""
206,tt0114805,77350.0,Movie,1179,10,1,6.4,R,1995-08-11,2,3.0,Unzipped (1995),Documentary,""
207,tt0114887,9560.0,Movie,35977,10,1,6.7,PG-13,1995-08-11,21,3.4285714285714284,"Walk in the Clouds, A (1995)",Drama|Romance,""
208,tt0114898,9804.0,"","","","","","","",115,2.9130434782608696,Waterworld (1995),Action|Adventure|Sci-Fi,""
209,tt0114928,31611.0,Movie,5131,10,1,5.3,R,1995-12-01,3,3.1666666666666665,White Man's Burden (1995),Drama,""
210,tt0114938,65796.0,Movie,7652,10,1,5.8,R,1995-12-01,4,3.0,Wild Bill (1995),Western,""
211,tt0109340,49805.0,"","","","","","","",2,3.5,"Browning Version, The (1994)",Drama,""
212,tt0112602,26258.0,Movie,6749,10,1,5.6,PG-13,1995-08-04,3,3.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,""
213,tt0111579,50797.0,Movie,16079,10,1,7.8,R,1995-04-21,6,3.8333333333333335,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,""
214,tt0110882,19155.0,Movie,15636,10,1,7.9,Not Rated,1995-02-24,2,4.0,Before the Rain (Pred dozhdot) (1994),Drama|War,""
215,tt0112471,76.0,Movie,330312,10,1,8.1,R,1995-01-27,24,4.041666666666667,Before Sunrise (1995),Drama|Romance,1
216,tt0112508,11017.0,Movie,153369,10,1,6.3,PG-13,1995-02-10,49,3.326530612244898,Billy Madison (1995),Comedy,3
217,tt0112438,37141.0,Movie,5902,10,1,4.3,R,1995-10-17,6,2.3333333333333335,"Babysitter, The (1995)",Drama|Thriller,""
218,tt0112571,9382.0,Movie,13879,10,1,6.5,R,1995-02-03,14,3.4285714285714284,Boys on the Side (1995),Comedy|Drama,""
219,tt0112757,6715.0,Movie,10469,10,1,7.7,PG-13,1995-04-21,1,3.0,"Cure, The (1995)",Drama,""
220,tt0112643,18256.0,Movie,10007,10,1,5.9,R,1995-11-14,1,3.0,Castle Freak (1995),Horror,""
222,tt0112679,22625.0,Movie,9086,10,1,6.6,PG-13,1995-03-15,16,3.75,Circle of Friends (1995),Drama|Romance,1
223,tt0109445,2292.0,"","","","","","","",104,3.855769230769231,Clerks (1994),Comedy,6
224,tt0112883,1909.0,Movie,52707,10,1,6.7,PG-13,1995-04-07,40,3.6125,Don Juan DeMarco (1995),Comedy|Drama|Romance,2
225,tt0109635,8984.0,Movie,53431,10,1,6.2,R,1994-12-09,52,3.5384615384615383,Disclosure (1994),Drama|Thriller,""
227,tt0109676,4954.0,"","","","","","","",22,2.8636363636363638,Drop Zone (1994),Action|Thriller,""
228,tt0112854,62488.0,"","","","","","","",3,2.3333333333333335,Destiny Turns on the Radio (1995),Comedy,""
229,tt0109579,10531.0,Movie,26272,10,1,7.2,R,1995-01-27,7,3.4285714285714284,Death and the Maiden (1994),Drama|Thriller,""
230,tt0109642,11929.0,Movie,47263,10,1,7.4,R,1995-03-24,24,3.3958333333333335,Dolores Claiborne (1995),Drama|Thriller,1
231,tt0109686,8467.0,Movie,403621,10,1,7.3,PG-13,1994-12-16,133,3.0601503759398496,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,""
232,tt0111797,10451.0,Movie,22682,10,1,7.8,Not Rated,1994-08-03,14,3.892857142857143,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1
233,tt0109759,20156.0,"","","","","","","",12,3.5,Exotica (1994),Drama,""
234,tt0109758,18395.0,Movie,7228,10,1,4.2,R,1994-10-14,17,2.588235294117647,Exit to Eden (1994),Comedy,""
235,tt0109707,522.0,Movie,181960,10,1,7.8,R,1994-10-07,70,3.6785714285714284,Ed Wood (1994),Comedy|Drama,1
236,tt0113117,397.0,Movie,52193,10,1,6.6,PG-13,1995-05-05,45,3.477777777777778,French Kiss (1995),Action|Comedy|Romance,""
